Tên Công Việc,Tên Công Ty,Lương,Địa Điểm,Hình Ảnh
Nhân Viên Telesales/ Tư Vấn Khoá Học Online (Thu Nhập Tối Thiểu 20 Triệu/ Tháng),CÔNG TY TNHH ĐÀO TẠO ENGLISH AMOM,Trên 10 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/0iQq9gvPJ6gQlvvnwnBrccedWSOib6jr_1689318769____111335fdd5e131c0fbebd7681984d177.png
Bridge System Engineer (BrSE - Tiếng Nhật N2),CÔNG TY TRÁCH NHIỆM HỮU HẠN THK HOLDINGS VIỆT NAM,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-trach-nhiem-huu-han-thk-holdings-viet-nam-a65478710201a0c5c3b2ca41577e6f7d-66b573941e2ca.jpg
Nhân Viên Kinh Doanh - Không Áp Doanh Số - Mức Lương Cứng 10-20 Triệu,CÔNG TY TNHH PHỒN THỊNH - TAE GWANG,10 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-phon-thinh-tae-gwang-f3936255e960ac3a7c54bc4ac5872dda-645c831a9c071.jpg
Chuyên Viên Kinh Doanh/ Sale Online/ Tư Vấn - Tại Hà Nội - Thu Nhập 15-30 Triệu,CÔNG TY TNHH HATUMA,15 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/0ajLAGiTrv2GETmIIbnrlPHjSV348x3M_1716195310____010f87dfb55f465602732d30040fea12.jpg
Kế Toán Tổng Hợp (16 - 18 Triệu),Công ty cổ phần đầu tư quản lý Vũ Gia,16 - 18 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kQwgaK0BQoplntKffcqSJSeWArcjuTTW_1680237115____1e295c40209a72c470d6d45c8027aaed.png
"GẤP
Cán Bộ Duy Tu Chiếu Sáng (Mảng Điện Chiếu Sáng/ Điện) - Không Yêu Cầu Kinh Nghiệm - Thu Nhập Hấp Dẫn",CÔNG TY CỔ PHẦN ĐIỆN CHIẾU SÁNG VÀ THIẾT BỊ ĐÔ THỊ HỒ GƯƠM,10 - 12 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dien-chieu-sang-va-thiet-bi-do-thi-ho-guom-347c390a3c11aab2f4c5959b352c687b-647700899593b.jpg
"GẤP
Bác Sĩ Nha Khoa Tấm Dentist Tại Hồ Chí Minh & Hà Nội",CÔNG TY TNHH Y KHOA QUỐC TẾ LINA,70 - 130 triệu,"Hồ Chí Minh, Hà Nội",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-y-khoa-quoc-te-lina-10b5d25c96cb83af9749f683211a8e80-654c3da4a05b4.jpg
Nhân Viên SEO Specialist Tại Quận 6 - TP.HCM,CÔNG TY TNHH NỘI THẤT HITA,10 - 15 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/253jboTUk5l7m1YPEAFFH7rXpI3KZ4Tg_1688367646____3edf9e60fe1f216c905aec85c581f66a.jpg
"GẤP
Leader Phụ Trách Mảng Youtube - 1 Năm Kinh Nghiệm SEO Youtube - Thu Nhập Upto 40tr/Tháng",CÔNG TY CỔ PHẦN SOCY MEDIA,12 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dich-vu-socy-media-dd323416859a9870a12c260ead1bc04b-660a12371b085.jpg
Cloud Engineer,Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/TookgFfkXGVGSlPM3ZImR07Uz4UDNz5U_1681297674____f10a3ab84434a4d2e12e0e24b30090ba.png
"Nhân Viên Kinh Doanh/Sales Máy Công Trình, Lương Cứng 8 -15 Triệu (Vinhome Ocean Park)",CÔNG TY CỔ PHẦN ZOOM VIỆT NAM,8 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/1a6f91ea4d4f1029f168331b8312bcf1-65ced792f24b5.jpg
Quản Lý Sản Xuất Biết Tiếng Trung,Công ty TNHH Wistron Infocomm Việt Nam,10 - 15 triệu,Hà Nam,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-wistron-infocomm-viet-nam-5f684b1b414a8.jpg
Nhân Viên Bán Hàng - Tại AeonMall Long Biên Hà Nội- Thu Nhập Upto 15 Triệu (Đi Làm Ngay),CÔNG TY TNHH A&M,Tới 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-aampm-a2292b3be248515de01450143cfe2777-66b345b18dbe5.jpg
"Nhân Viên Bán Hàng - Tại Vincom Bà Triệu, Tràng Tiền Plaza Hà Nội - Thu Nhập Đến 15 Triệu (Đi Làm Ngay)",CÔNG TY TNHH A&M,Tới 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-aampm-a2292b3be248515de01450143cfe2777-66b345b18dbe5.jpg
Trưởng Phòng Kinh Doanh / Sales Manager (Hà Nội),CÔNG TY TNHH MIZA NGHI SƠN,30 - 40 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/mRaptY8j1xqqOWKZzwzCMcO6MEYTc7Kf_1722935305____6bb06b829ffab0614a8aa0509579d441.png
"Nhân Viên Kinh Doanh / Tư Vấn Tuyển Sinh (Thị Trường Hàn Quốc, Các Nước Châu Á) Lương Cứng 7 - 9M + Thưởng Thu Nhập 15 - 30M",CÔNG TY CỔ PHẦN GIÁO DỤC QUỐC TẾ EDUGO,15 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/BGQN9dGifkTwXcfcxQ5yH97wU0NHjPfk_1712130215____477d3121d8c15ac7164485b825c1c656.png
"Media Designer (2D Graphic + Video Editing) Thu Nhập 15 Triệu/ Tháng + Thưởng... Tại Hai Bà Trưng, Hà Nội [ Phỏng Vấn Đi Làm Ngay]",CÔNG TY CỔ PHẦN SINH HỌC PHÂN TỬ GENEVIET,12 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/3929535d88dda2ba029e5795fea76842-6666575f2c7a1.jpg
Nhân Viên Kinh Doanh Tại Văn Phòng (Thu Nhập 10.000.000- 16.000.000 + Bao Ăn Trưa),CÔNG TY CỔ PHẦN THƯƠNG MẠI XUẤT NHẬP KHẨU TKS GROUP,10 - 16 triệu,"Hà Nội, Hồ Chí Minh",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/gPwzc5ax5HPraJr8OmQsUpAnXC6FgikR_1701309083____6b0ee01b5063c127566d8acb7077b351.jpg
"Nhân Viên Kinh Doanh Vật Liệu Xây Dựng, Nội Thất ( Nam - Lương CB: 10 Triệu + % Hoa Hồng - Up To 35 Triệu/ Tháng) - Hà Nội",CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI TAM LONG,15 - 35 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/99e94a3a026ae902ec7d9b4e63660fb4-66acb47cd101d.jpg
"GẤP
Nhân Viên Kinh Doanh/Tư Vấn Tuyển Sinh/ Telesale Lương Cứng 7 - 10 Triệu + Doanh Số (Thu Nhập 10-30 Triệu/Tháng) Tại Hà Nội",CÔNG TY CỔ PHẦN ĐÀO TẠO MAX,10 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/5df65212214b1ccb1143f717075e8405-662222b66e2ac.jpg
Kỹ Sư Thiết Bị Test AOI,Công ty TNHH Wistron Infocomm Việt Nam,10 - 17 triệu,Hà Nam,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-wistron-infocomm-viet-nam-5f684b1b414a8.jpg
Kỹ Sư Shop Drawing Điện - Hà Nội - Thu Nhập Từ 8-15 Triệu/Tháng,CÔNG TY CỔ PHẦN PHÁT TRIỂN XÂY LẮP AN KHÁNH,8 - 15 triệu,Hà Nội,https://www.topcv.vn/v4/image/normal-company/logo_default.png
Senior UI/UX Designer,Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/TookgFfkXGVGSlPM3ZImR07Uz4UDNz5U_1681297674____f10a3ab84434a4d2e12e0e24b30090ba.png
"Nhân Viên Digital Marketing (Nam), Thu Nhập Lên Đến 30 Triệu Tại Hà Nội",CÔNG TY TNHH CÔNG NGHỆ LDI,15 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/GrWo8wDmwGRRcfnCSZOvfbMk7M2zuTkf_1718764839____8b4f6b2eb2e95bf89e2ad4641208b9d9.png
"TOP
Nhân Viên Kinh Doanh/ Telesales - Tối Thiểu 6 Tháng Kinh Nghiệm Telesale - Thu Nhập Tới 35tr/ Tháng (Lương Cứng 11-15tr)",EDUPIA,15 - 35 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/edupia-738d242f1fe18d4bbd6e7dc01d9b31c1-6594db35ebfd5.jpg
"GẤP
Nhân Viên Tư Vấn Bất Động Sản/ Sale BĐS/ Telesale (Lương Cơ Bản Đến 30 Triệu + Hoa Hồng, Được Đào Tạo Từ Đầu)",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ ĐẤT XANH MIỀN NAM,Trên 8 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/297a815987e3223746ee35dc37aba961-65dc4843e1b41.jpg
Nhân Viên Quản Lý Lớp Học - Dự Án IELTS - 4 Tháng - Up To 12M,CÔNG TY TNHH FIVE-STAR E-LEARNING,10 - 12 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/32NxRx7rmwCZd9AwaPieapGJ4qaa0Oti_1675231753____b8ff91ceacfe75bf93eddd67123ce235.png
Performance Marketing Thu Nhập 15-20 Triệu,CÔNG TY TNHH ĐẢO HẢI SẢN,15 - 18 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/PQ5WIBGD3biQiJBRG75m3BsUCeL1zRDD_1676426880____3a0497736f98761db18cbce5f9011758.jpg
Kế Toán Thuế Tại Hà Nội - Lương 14 - 19 Triệu/Tháng (Đi Làm Ngay),Công ty TNHH Skydoor VN,14 - 19 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/TZFHsxELmosAcEXjJdL9BhLxmUkGgDpi_1695627024____9185eae31e6f583d428b392c1ca3439d.jpg
Chủ Nhiệm Bộ Môn Công Nghệ Thông Tin - (Swinburne) - Tại Hồ Chí Minh - Thu Nhập Hấp Dẫn,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg
Quản Lý Trải Nghiệm Khách Hàng - Lộ Trình Phát Triển Từ Fresher Lên Đến 45 Triệu,Attlas,11 - 45 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/attlas-6386b25530592.jpg
"Kĩ Thuật Viên Spa Và Massage Trị Liệu (Lương Cứng Upto 8 Triệu, Thu Nhập Trung Bình Từ 10 - 20 Triệu/Tháng)",Smile 1991,10 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/smile-1991-073853931a16e15a44c0c9e15306c1b7-66b326a89ba90.jpg
"HOT
Chuyên Viên Tư Vấn Đầu Tư Hàng Hóa Phái Sinh Tại Hà Nội ( 20-40Tr) - Công Ty Top 1 Thị Trường Hàng Hóa - Không Yêu Cầu Kinh Nghiệm",Công ty cổ phần giao dịch hàng hóa Thành phố Hồ Chí Minh,20 - 40 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-giao-dich-hang-hoa-thanh-pho-ho-chi-minh-d00df9b29fa5a47daaa778bf63aedadf-6684d0942c2e4.jpg
"Sales Logistics - Nhân Viên Kinh Doanh - Tối Thiểu 1 Năm KN (Thu Nhập BQ 15tr - 30tr++) - Nghỉ T7,CN",CÔNG TY CỔ PHẦN GIAO NHẬN WIN WIN,15 - 30 triệu,"Hà Nội, Hải Phòng",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-giao-nhan-win-win-f5090205a475de3be7aa5c7c620174ae-66b17df2063b9.jpg
Chuyên Viên Content Ads Tại Hà Nội (Thu Nhập 15 -30M/ Tháng),CÔNG TY TNHH HATUMA,10 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/0ajLAGiTrv2GETmIIbnrlPHjSV348x3M_1716195310____010f87dfb55f465602732d30040fea12.jpg
"Giáo Viên Vật Lý Tại 150 Tôn Đức Thắng, Hà Nội - Đi Làm Ngay",Công ty TNHH Tư vấn giải pháp Giáo dục và Đào tạo Minh Hoàng,Trên 10 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-tu-van-giai-phap-giao-duc-va-dao-tao-minh-hoang-5f5f37fa84448.jpg
Kỹ Sư Hệ Thống - Tại Hà Nội - Thu Nhập Hấp Dẫn,FPT IS,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/5u6AeYGHWy1iQruAlLFQjJDbnpJV8492_1715076004____daeaa19f6e4e52f75aacdee3d9018255.png
Nhân Viên Kinh Doanh (Thu Nhập Từ 15 - 20 Triệu),CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ XÂY DỰNG TRƯỜNG PHÁT,15 - 20 triệu,Hà Nội & 4 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/2AZY5ORgGLXSz4ozBKyvMYTPkfelknqQ_1720151499____461fa0a590106f458a6781939ee11628.jpg
Chuyên Viên Marketing Facebook/Titok Ads - Lương Cứng: Từ 10-15 Triệu (Deal Theo Năng Lực),CÔNG TY TNHH HATUMA,Trên 10 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/0ajLAGiTrv2GETmIIbnrlPHjSV348x3M_1716195310____010f87dfb55f465602732d30040fea12.jpg
Field Service Engineer,CÔNG TY CỔ PHẦN PHẦN MỀM VIỄN THÔNG MIỀN NAM,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phan-mem-vien-thong-mien-nam-60a2322a4e00b.jpg
Nhân Viên Kế Toán (Biết Tiếng Hàn) Lương Gross Từ 25tr - 30tr / Nộp CV Tiếng Hàn,CÔNG TY TNHH OPIM DIGITAL,25 - 30 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/u32MWDsyqbqE7FbuhXPjIn4P2NwL8x5Z_1716363365____cc4152455eebdbc477a225da57c66e3c.png
"Nhân Viên Kinh Doanh Thang Máy Tại Hà Nội, Hưng Yên Lương Cứng Từ 8 - 15 Triệu + 2-3 % Hoa Hồng, Thu Nhập 30 - 50 Triệu",CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ HƯNG PHÁT,30 - 50 triệu,"Hà Nội, Hưng Yên",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phat-trien-cong-nghe-hung-phat-8feb9ac66dbecd99f9bde5cbaa27d319-66b2e6f905c1d.jpg
"TOP
Kỹ Sư Khoa Học Dữ Liệu ( Data Scientist) - Tại Hà Nội",TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/tap-doan-cong-nghiep-vien-thong-quan-doi-6417bb41bf793.jpg
"Nhân Viên Kinh Doanh /Nhân Viên Tư Vấn Tuyển Sinh (Data Sẵn, Tỷ Lệ Chốt Cao) - Thu Nhập Lên Đến 20 Triệu",CÔNG TY CỔ PHẦN GIÁO DỤC HỌC VIỆN ANH NGỮ VIỆT NAM,9 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-giao-duc-hoc-vien-anh-ngu-viet-nam-da5dfdea870a5eda120e92bd52299fe3-64db60604e0fe.jpg
Cán Bộ Chủ Nhiệm_PTCD BRVT,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Thoả thuận,Bà Rịa-Vũng Tàu,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg
Leader Marketing Facebook Ads/ Trưởng Nhóm Marketing - Thu Nhập 15 - 50tr - Cơ Hội Thăng Tiến Cao Và Định Hướng Cổ Phần,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI VẠN NAM,15 - 50 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/PMpDpl1izdUC3gtHq6THxb8SU6qVLK9b_1722483897____874e300320029813b182c1bf57706e95.png
Nhân Viên Thiết Kế POD (Designer POD),CÔNG TY TNHH DITECH MEDIA,15 - 30 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-ditech-media-0be80d14325240849201ab3dab379239-66b7102976dd0.jpg
"Chuyên Viên Chính Báo Cáo Ngân Hàng Nhà Nước [Hà Nội] - Thu Nhập Cạnh Tranh, Tối Thiểu 2 Năm Kinh Nghiệm",Ngân Hàng Bảo Việt,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/ngan-hang-bao-viet-5937b34d972ad_rs.jpg
Kỹ Sư Trắc Đạc,Công ty TNHH Công nghệ cao CB Quốc Tế,10 - 15 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/5iQFSEHOBAQk4lVZTlrg6fqAaPuYDNDO_1692720895____ac398b77389e74580ea5b83b9b19771a.png
Nhân Viên Kinh Doanh / Tư Vấn / Sale Mảng Order Hàng Trung (Taobao/1688) Thu Nhập 10-20 Triệu,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI QUỐC TẾ NAM TRUNG,10 - 25 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/TBR7IYhRkphVBrQnYiDTrIsAzD1PJnEa_1708769505____1f564a55d9117fc1017964dcf1c67620.jpg
Quản Lý Kho Hàng - Lương 10 - 15 Triệu/Tháng,CÔNG TY CỔ PHẦN SMILEE VIỆT NAM,10 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/euZxwfgBI59pNYbvMJuZdKtrUjQ6mGGJ_1680946520____edac48ae2d867304dbbfd991932ac5c8.png
"GẤP
Chuyên Viên Tuyển Dụng Lương Từ 10 Triệu / Tháng",CÔNG TY TNHH MỘT THÀNH VIÊN ĐẠI AN HƯNG PHÁT (DAI-ICH LIFE CẦU GIẤY),Trên 10 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/tldOwF2nWKpOYmKEpMyHXsJZ7w5pgzA4_1709178042____1ebee41b630720ab08ef4471e84f404d.png
Nhân Viên Tư Vấn Không Yêu Cầu Kinh Nghiệm - Bình Dương,Công ty TNHH Dịch Vụ BPO Center,7.5 - 12.5 triệu,Bình Dương,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/F4JVtdfyrLgLPP2hbI2lEf8q8Ia5WTB2_1713328032____849f6c080ac477ff9f345c6d00ea1ab7.png
Product Design (UX/UI Design) - Thu Nhập Từ 1200$ + Phụ Cấp + Thưởng,Công Ty Cổ Phần Công Nghệ SellerSmith,"1,200 - 1,800 USD",Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/BfcZHs2FN6WyuTQqOb33ng8dganWf9ow_1684895246____a42906a0a2840096a26ef138e91385bc.png
Sale/ Nhân Viên Kinh Doanh/ Tư Vấn Xuất Khẩu Lao Động (Thu Nhập Từ 20++ Triệu/ Tháng),CÔNG TY CỔ PHẦN TẬP ĐOÀN DHT,20 - 25 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/63e733659d29e8488a7b95e4d45948ad-66446f1e3cdf8.jpg
Customer Service Staff (Chinese Required),CÔNG TY TNHH COSCO SHIPPING LINES (VIỆT NAM),Thoả thuận,Hải Phòng,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cosco-shipping-lines-viet-nam-71c53507e18b004b26b1a5d738f45219-664d5f7a7ad18.jpg
Nhân Viên Kinh Doanh/Tư Vấn/Sales Bất Động Sản Tại Hà Nội Thu Nhập Từ 30 Triệu - Tự Do Thời Gian,CHI NHÁNH HỒ CHÍ MINH - CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN THIÊN KHÔI,30 - 50 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/6a5230467623ccb661e5da833de7eb55-6419149741e87.jpg
Manual Tester (Thu Nhập Hấp Dẫn + BHXH Full Lương),"INFINIQ Vietnam Co.,ltd",Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/infiniq-vietnam-coltd-637c4eb722c79.jpg
"HOT
Nhân Viên Marketing Tiktok Ads (Thu Nhập Trên 15 Triệu)",Công ty CP Thời Trang 360,Trên 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-cp-thoi-trang-360-62e9dc7c45d4f.jpg
Nhân Viên Sáng Tạo Nội Dung (TikTok Content Creator),CÔNG TY TNHH DITECH MEDIA,10 - 15 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-ditech-media-0be80d14325240849201ab3dab379239-66b7102976dd0.jpg
Graphics Designer - Thu Nhập 10 - 12 Triệu - Tại Bình Dương,Công ty Cổ Phần Địa Ốc Phú Đông,12 - 14 triệu,Bình Dương,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dia-oc-phu-dong-b134186cb59bc183252d38a51c5d984b-664c229fde332.jpg
Kế Toán Sản Xuất (Nữ),CÔNG TY CỔ PHẦN THỰC PHẨM VÀ ĐỒ UỐNG TTC,12 - 14 triệu,"Bắc Ninh, Hà Nội",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/ffU9bTwswhI7romWPuF02POLJQt2TpBZ_1699345241____57a99f8ea487da2ecda7c53abe522865.jpg
"Nhân Viên Kinh Doanh Thang Máy & NVKD Nội Thất Từ 25 Tuổi (Lương Từ 15-30tr/Tháng, Chế Độ Hấp Dẫn)",Công ty TNHH kiến trúc nội thất & thang máy Sora,15 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/ubJGxDSWbIz6sy2Gz0IMw7deu7jvEVbN_1712304789____00a566c4263d40a652e6400ebb7b8fc3.jpg
Chuyên Viên Nhân Sự Tại Hà Nội-Thu Nhập Upto 16 Triệu/Tháng,CÔNG TY TNHH BỆNH VIỆN ĐA KHOA BẢO SƠN,12 - 16 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/SwtxqWO68NOprSYTVxO7bRQaWCEb52T8_1700467761____9886542eb939f56ed7d1cf450c22ab76.png
Kỹ Sư AOI,Công ty TNHH công nghệ Amtran Việt Nam,Thoả thuận,Hải Phòng,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/4uYMN0MicgX7r8lLDntjKzqvdmubtDSp_1698739190____7a5301c322cde0c5a894a6a5eb93a397.png
"Nhân Viên Sales Marketing Chạy Facebook Ads, Tiktok Ads Fulltime Không Yêu Cầu Kinh Nghiệm (Lương 9 - 12 Triệu++)",Công Ty Cổ Phần Tập Đoàn Babylons,9 - 12 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-tap-doan-babylons-63e5c8d6e9a4a.jpg
"GẤP
Senior Android Developer (Kotlin)",CÔNG TY TNHH HCL VIETNAM,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-hcl-vietnam-3fa4b08690d3d2fdea660022f2fbf861-66b59abdd4365.jpg
"Nhân Viên Kinh Doanh (Mảng Thi Công Bếp Nhà Hàng) - Chỉ Tuyển Nam -Thu Nhập 20-30 Triệu, Tại Hoàng Mai -Hà Nội",CÔNG TY TNHH THIẾT BỊ BẾP VIỆT QUANG HUY,20 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/82RONeOyuvSZ9iCuKvtyoy3V27DjCMb9_1711764972____695bf3b6ca1c347a8f136f814c6bf3d2.jpg
Market Research Executive (Expert) / Chuyên Gia Nghiên Cứu Thị Trường,Công ty Cổ phần MISA,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/YVVFSY05ZUhqjlVHtBl2kOD1a189WFj0_1652947920____d78c5dd2ab820dcbb9a367b40e712067.jpg
"GẤP
Nhân Viên Kinh Doanh Kỹ Thuật",CÔNG TY CỔ PHẦN GIẢI PHÁP TIỆN ÍCH NHÀ SANG,10 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/d188c520d6d8a52695a37bb5af01676b-65b20e444f2d9.jpg
"HOT
Chuyên Viên Kinh Doanh",CÔNG TY CỔ PHẦN ĐẦU TƯ - PHÁT TRIỂN GOLF LONG AN,10 - 15 triệu,Long An,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dau-tu-phat-trien-golf-long-an-cb9cc9b95259bda3733473abc9366356-66b0842a8096a.jpg
Kiểm Soát Chất Lượng Dịch Vụ (Thu Nhập 15 Triệu - 20 Triệu),Công Ty TNHH A Sóc,15 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-a-soc-5f18ff857b322.jpg
